id,q1_1,q1_2,q1_3,q2_1,q2_2,q2_3,q2_4,q2_5,q2_6,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q3_7,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q5a,q6,age,gender,role,bransch,duration_in_seconds
169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-55,Kvinna,Arbetsledande utan personalansvar,Energiförsörjning,27
170,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,46-55,Kvinna,Medarbetare,Bygg,213
171,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56+,Kvinna,Arbetsledande utan personalansvar,Annan verksamhet,98
172,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,NA,NA,NA,NA,NA,NA,NA,NA,56+,Kvinna,Arbetsledande utan personalansvar,Annan verksamhet,144
173,Stämmer helt,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,46-55,Man,Medarbetare,Vård/omsorg,233
174,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Arbetsledande utan personalansvar,Tillverkning,88
175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56+,Man,Medarbetare,Transport,42
176,Stämmer helt,Stämmer helt,Stämmer ganska väl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-55,Kvinna,Arbetsledande med personal ansvar,Annan verksamhet,638
177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
178,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Medarbetare,Annan verksamhet,88
179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-55,Kvinna,Arbetsledande utan personalansvar,Bygg,39
180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Arbetsledande utan personalansvar,Annan verksamhet,47
181,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Man,Arbetsledande med personal ansvar,Bygg,173
182,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer inte alls,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,"Ja, i ganska stor utsträckning","Ja, fyra gånger eller fler",56+,Man,Arbetsledande utan personalansvar,Bygg,212
183,Stämmer helt,Stämmer helt,Stämmer ganska väl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56+,Kvinna,Arbetsledande utan personalansvar,Annan verksamhet,96
184,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-29,Kvinna,Medarbetare,Annan verksamhet,56
185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Medarbetare,Bygg,31
186,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Man,Medarbetare,Bygg,79
187,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Man,Arbetsledande med personal ansvar,Tillverkning,72
188,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer inte alls,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,NA,"Ja, två gånger",46-55,Man,Arbetsledande med personal ansvar,Annan verksamhet,279
189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-55,Man,Medarbetare,Tillverkning,48
190,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,NA,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-29,Man,Arbetsledande utan personalansvar,Annan verksamhet,156
191,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-55,Man,Arbetsledande utan personalansvar,Annan verksamhet,332
192,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer helt,Stämmer inte alls,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-55,Man,Arbetsledande utan personalansvar,Tillverkning,136
193,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Medarbetare,Tillverkning,195
194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56+,Kvinna,Medarbetare,Annan verksamhet,30
195,Stämmer helt,Stämmer helt,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Medarbetare,Annan verksamhet,70
196,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-55,Kvinna,Arbetsledande med personal ansvar,Bygg,55
197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-55,Man,Medarbetare,Annan verksamhet,39
198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
199,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,"Ja, i ganska stor utsträckning",Nej,30-45,Kvinna,Medarbetare,Handel,194
200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Man,Medarbetare,Tillverkning,43
201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
202,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,"Nej, en del viktiga saker saknas",Nej,30-45,Man,Medarbetare,Bygg,525
203,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-55,Man,Arbetsledande med personal ansvar,Tillverkning,101
204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2771
205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
206,Stämmer ganska väl,Stämmer helt,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-55,Kvinna,Arbetsledande utan personalansvar,Transport,59
207,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Man,Arbetsledande utan personalansvar,Transport,71
208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
210,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,NA,NA,56+,Kvinna,Arbetsledande med personal ansvar,Annan verksamhet,365
211,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,"Ja, i mycket stor utsträckning",Nej,56+,Man,Medarbetare,Tillverkning,266
212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
214,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-55,Kvinna,Medarbetare,Annan verksamhet,1362
215,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,46-55,Man,Medarbetare,Tillverkning,300
216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Medarbetare,Tillverkning,35
217,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,"Nej, en del viktiga saker saknas","Ja, två gånger",56+,Man,Medarbetare,Annan verksamhet,216
218,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,"Ja, i mycket stor utsträckning","Ja, en gång",30-45,Kvinna,Medarbetare,Tillverkning,316
219,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,56+,Man,Medarbetare,"Jordbruk, skogsbruk",328
220,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,"Ja, i mycket stor utsträckning",Nej,46-55,Man,Medarbetare,Annan verksamhet,254
221,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,Stämmer ganska väl,"Ja, i mycket stor utsträckning","Ja, en gång",30-45,Kvinna,Medarbetare,Tillverkning,172
222,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,"Ja, i mycket stor utsträckning","Ja, två gånger",56+,Man,Medarbetare,Tillverkning,335
223,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,"Ja, i ganska stor utsträckning",Nej,30-45,Kvinna,Medarbetare,Tillverkning,231
224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Medarbetare,Annan verksamhet,28
226,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,"Ja, i mycket stor utsträckning","Ja, en gång",30-45,Kvinna,Medarbetare,"Jordbruk, skogsbruk",376
227,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska dåligt,"Ja, i ganska stor utsträckning",Nej,56+,Man,Medarbetare,Tillverkning,332
228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
229,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,30-45,Man,Medarbetare,Tillverkning,327
230,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer helt,"Ja, i mycket stor utsträckning","Ja, en gång",56+,Kvinna,Medarbetare,Tillverkning,207
231,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer helt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,"Ja, i ganska stor utsträckning","Ja, två gånger",46-55,Man,Medarbetare,Tillverkning,238
232,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska väl,"Ja, i ganska stor utsträckning","Ja, två gånger",46-55,Man,Medarbetare,"Jordbruk, skogsbruk",281
233,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,"Ja, i ganska stor utsträckning",Nej,46-55,Man,Medarbetare,Tillverkning,473
234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-45,Kvinna,Arbetsledande med personal ansvar,Annan verksamhet,40
235,Stämmer helt,Stämmer ganska väl,Stämmer helt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46-55,Kvinna,Arbetsledande utan personalansvar,Annan verksamhet,61897
236,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer helt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska väl,Stämmer ganska dåligt,"Ja, i ganska stor utsträckning",Nej,30-45,Man,Medarbetare,Tillverkning,198
237,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer ganska dåligt,Stämmer inte alls,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer helt,Stämmer ganska väl,Stämmer ganska väl,Stämmer inte alls,Stämmer helt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer ganska väl,Stämmer ganska dåligt,Stämmer helt,Stämmer helt,Stämmer ganska dåligt,"Ja, i ganska stor utsträckning",Nej,30-45,Man,Arbetsledande med personal ansvar,Tillverkning,262
